id;speaker_id;audio_save;transcript_save;expression
374;7;audio_saves\374.wav;transcript_saves\374.txt;EH BLUE WHITE GREY RED YELLOW EH VIOLET AND PINK
375;7;audio_saves\375.wav;transcript_saves\375.txt;EH BROWN BLACK 
376;6;audio_saves\376.wav;transcript_saves\376.txt;EH MY FAVORITE PICTURE IS THIS
377;6;audio_saves\377.wav;transcript_saves\377.txt;PAGE TWELVE AND PAGE THIRTY
378;6;audio_saves\378.wav;transcript_saves\378.txt;EH HERE IS THE EMPEROR
379;6;audio_saves\379.wav;transcript_saves\379.txt;THE EMPEROR HAS ON HIS CHEEK A BLACK HEART
380;6;audio_saves\380.wav;transcript_saves\380.txt;OKAY
381;6;audio_saves\381.wav;transcript_saves\381.txt;I CAN SEE A LITTLE GIRL
382;6;audio_saves\382.wav;transcript_saves\382.txt;NO IT'S RAINY
383;7;audio_saves\383.wav;transcript_saves\383.txt;THE GIRL'S SWIMMING
384;6;audio_saves\384.wav;transcript_saves\384.txt;EH THIS
385;7;audio_saves\385.wav;transcript_saves\385.txt;EH THIS
386;6;audio_saves\386.wav;transcript_saves\386.txt;THE SHIP
387;6;audio_saves\387.wav;transcript_saves\387.txt;HERE
388;7;audio_saves\388.wav;transcript_saves\388.txt;I THINK IS IT A BIG SHIP
389;6;audio_saves\389.wav;transcript_saves\389.txt;THE COLORS ARE RED WHITE BLUE AND A LITTLE BIT GREY
390;7;audio_saves\390.wav;transcript_saves\390.txt;I CAN SEE TWO PEOPLE
391;7;audio_saves\391.wav;transcript_saves\391.txt;EH I THINK IT IS A LITTLE BOY AND A GIRL
392;6;audio_saves\392.wav;transcript_saves\392.txt;I CAN SEE THAT A GIRL HAS A SHOWER
393;6;audio_saves\393.wav;transcript_saves\393.txt;AND I CAN SEE EH A BATHROOM
394;6;audio_saves\394.wav;transcript_saves\394.txt;YES I HAVE
395;7;audio_saves\395.wav;transcript_saves\395.txt;YES I HAVE
396;6;audio_saves\396.wav;transcript_saves\396.txt;EH I CAN SEE A MAN
397;6;audio_saves\397.wav;transcript_saves\397.txt;EH HE BRINGS WATER TO THE PLANTS
398;7;audio_saves\398.wav;transcript_saves\398.txt;I CAN SEE THE EARTH
399;6;audio_saves\399.wav;transcript_saves\399.txt;THE EARTH HAVE  THE COLORS WHITE BLUE AND GREEN
400;7;audio_saves\400.wav;transcript_saves\400.txt;I CAN SEE A COW
401;7;audio_saves\401.wav;transcript_saves\401.txt;A COW IS DRINKING
402;6;audio_saves\402.wav;transcript_saves\402.txt;THE COW IS DRINKING FRESH WATER
403;6;audio_saves\403.wav;transcript_saves\403.txt;AND THE COW IS BROWN AND WHITE
404;7;audio_saves\404.wav;transcript_saves\404.txt;I CAN SEE A RAINBOW
405;7;audio_saves\405.wav;transcript_saves\405.txt;AND THERE IS RAINING
406;6;audio_saves\406.wav;transcript_saves\406.txt;THE RAINBOW HAS RED YELLOW GREEN AND A LITTLE BIT BLUE
407;7;audio_saves\407.wav;transcript_saves\407.txt;WHEN'S THE RAI IS
408;6;audio_saves\408.wav;transcript_saves\408.txt;WE CAN SEE A RAINBOW WHEN IT'S RAINY AND SUNNY
409;7;audio_saves\409.wav;transcript_saves\409.txt;THE RAIN
410;7;audio_saves\410.wav;transcript_saves\410.txt;AND THEN THE SUN
411;6;audio_saves\411.wav;transcript_saves\411.txt;A RAINBOW
412;6;audio_saves\412.wav;transcript_saves\412.txt;I CAN SEE A VERY OLD TREE GRASS AND IT'S RAINY
413;6;audio_saves\413.wav;transcript_saves\413.txt;GRASS
414;7;audio_saves\414.wav;transcript_saves\414.txt;EH I CAN SEE A TREE AND IT'S RAINING NOW AND EH
415;6;audio_saves\415.wav;transcript_saves\415.txt;I CAN SEE A LAKE AND THE WATER FROM THE LAKE IS GOING TO THE SEA
416;7;audio_saves\416.wav;transcript_saves\416.txt;I CAN SEE THE SUN AND ON THE MOUNTAIN IT'S EH <unk> SNOWING
417;7;audio_saves\417.wav;transcript_saves\417.txt;AND ON THE FIELD IT'S RAINING
418;6;audio_saves\418.wav;transcript_saves\418.txt;I CAN SEE A SNOWMAN AND A BOY
419;6;audio_saves\419.wav;transcript_saves\419.txt;AND IT'S SNOWY AND FROSTY
420;7;audio_saves\420.wav;transcript_saves\420.txt;I CAN SEE A BOY THE BOY IS SKATING
421;7;audio_saves\421.wav;transcript_saves\421.txt;IT'S SNOWING
422;7;audio_saves\422.wav;transcript_saves\422.txt;AND I SEE A SNOWMAN HE HAS A BIG RED NOSE AND A RED SCARF
423;7;audio_saves\423.wav;transcript_saves\423.txt;EH YES A LITTLE BIT
424;6;audio_saves\424.wav;transcript_saves\424.txt;YES I LIKE SNOW
425;6;audio_saves\425.wav;transcript_saves\425.txt;AND I LIKE TO BUILD AN IGLOO
426;6;audio_saves\426.wav;transcript_saves\426.txt;EH YES
427;7;audio_saves\427.wav;transcript_saves\427.txt;AND I LIKE TO MAKE A SNOWMAN
428;7;audio_saves\428.wav;transcript_saves\428.txt;YES 
429;6;audio_saves\429.wav;transcript_saves\429.txt;YES
431;7;audio_saves\431.wav;transcript_saves\431.txt;HM
432;6;audio_saves\432.wav;transcript_saves\432.txt;YES
433;6;audio_saves\433.wav;transcript_saves\433.txt;LADY'S FIRST
434;7;audio_saves\434.wav;transcript_saves\434.txt;CARPET
435;6;audio_saves\435.wav;transcript_saves\435.txt;EH
436;6;audio_saves\436.wav;transcript_saves\436.txt;THAT IS NEAR ON THE TABLE
437;7;audio_saves\437.wav;transcript_saves\437.txt;MY RATS  NINE IS ON THE BOOKS
438;7;audio_saves\438.wav;transcript_saves\438.txt;BOX
439;7;audio_saves\439.wav;transcript_saves\439.txt;YEAH
440;6;audio_saves\440.wav;transcript_saves\440.txt;AND I HAS GOT A RAT UNDER THE TABLE
441;7;audio_saves\441.wav;transcript_saves\441.txt;I HAD A RATS UNDER THE
442;7;audio_saves\442.wav;transcript_saves\442.txt;MY RATS IS UNDER THE BENCH
443;6;audio_saves\443.wav;transcript_saves\443.txt;AND I HAVE GOT RAT ON THE BENCH NEAR THE WINDOW
444;7;audio_saves\444.wav;transcript_saves\444.txt;I HAVE A RATS ON THE TABLE
445;6;audio_saves\445.wav;transcript_saves\445.txt;AND I HAVE GOT A RAT ON THE CHAIR
446;6;audio_saves\446.wav;transcript_saves\446.txt;YES
447;6;audio_saves\447.wav;transcript_saves\447.txt;YES
448;7;audio_saves\448.wav;transcript_saves\448.txt;YES
449;8;audio_saves\449.wav;transcript_saves\449.txt;HELLO
451;8;audio_saves\451.wav;transcript_saves\451.txt;YES
452;9;audio_saves\452.wav;transcript_saves\452.txt;YES
453;8;audio_saves\453.wav;transcript_saves\453.txt;YES
454;9;audio_saves\454.wav;transcript_saves\454.txt;YES
455;9;audio_saves\455.wav;transcript_saves\455.txt;EH
456;8;audio_saves\456.wav;transcript_saves\456.txt;AND AND THEN
457;9;audio_saves\457.wav;transcript_saves\457.txt;YES
458;8;audio_saves\458.wav;transcript_saves\458.txt;TO MAKE SOME CLOTHES
459;9;audio_saves\459.wav;transcript_saves\459.txt;NO
460;9;audio_saves\460.wav;transcript_saves\460.txt;NO
461;8;audio_saves\461.wav;transcript_saves\461.txt;YES
463;8;audio_saves\463.wav;transcript_saves\463.txt;FOR THE EMPEROR
464;8;audio_saves\464.wav;transcript_saves\464.txt;EH
465;9;audio_saves\465.wav;transcript_saves\465.txt;HE ALWAYS STOOD IN FRONT OF THE MIRROR IN HIS NEW CLOTHES 
466;9;audio_saves\466.wav;transcript_saves\466.txt;OH HE ALWAYS SAID THAT'S NICE 
467;9;audio_saves\467.wav;transcript_saves\467.txt;YES
468;9;audio_saves\468.wav;transcript_saves\468.txt;EH I I FIND THE ANGELS VERY NICE
469;9;audio_saves\469.wav;transcript_saves\469.txt;PAGE SEVEN
471;8;audio_saves\471.wav;transcript_saves\471.txt;AND HE STAND BEHIND OF THE WINDOW
472;8;audio_saves\472.wav;transcript_saves\472.txt;AND IT'S A RAINY DAY
473;8;audio_saves\473.wav;transcript_saves\473.txt;HER PICTURE IS THIS PICTURE
474;9;audio_saves\474.wav;transcript_saves\474.txt;HIS PICTURE IS THIS
475;8;audio_saves\475.wav;transcript_saves\475.txt;HERE
476;9;audio_saves\476.wav;transcript_saves\476.txt;IT'S A BIG SHIP
477;8;audio_saves\477.wav;transcript_saves\477.txt;EH A BIG SHIP
478;9;audio_saves\478.wav;transcript_saves\478.txt;EH TWO CHILDREN
479;9;audio_saves\479.wav;transcript_saves\479.txt;OR
480;9;audio_saves\480.wav;transcript_saves\480.txt;I SEE A BOY AND HE'S TAKING A SHOWER
481;9;audio_saves\481.wav;transcript_saves\481.txt;OKAY
483;9;audio_saves\483.wav;transcript_saves\483.txt;EH YES
484;8;audio_saves\484.wav;transcript_saves\484.txt;HOT WATER
485;9;audio_saves\485.wav;transcript_saves\485.txt;HOT WATER
486;8;audio_saves\486.wav;transcript_saves\486.txt;THIS
487;8;audio_saves\487.wav;transcript_saves\487.txt;THIS IS THE EARTH
488;9;audio_saves\488.wav;transcript_saves\488.txt;I SEE BLUE GREEN AND WHITE
489;8;audio_saves\489.wav;transcript_saves\489.txt;THAT'S A COW
490;8;audio_saves\490.wav;transcript_saves\490.txt;THIS IS A
491;9;audio_saves\491.wav;transcript_saves\491.txt;I
492;8;audio_saves\492.wav;transcript_saves\492.txt;I CAN SEE A RAINBOW WITH FOUR COLORS
493;9;audio_saves\493.wav;transcript_saves\493.txt;AND HERE IS STANDING A HOUSE
494;8;audio_saves\494.wav;transcript_saves\494.txt;AND IT'S RAINING OVER THE HOUSE
496;9;audio_saves\496.wav;transcript_saves\496.txt;EXISTS <unk> SUN AND RAIN
497;8;audio_saves\497.wav;transcript_saves\497.txt;THE RAIN
498;9;audio_saves\498.wav;transcript_saves\498.txt;THE RAIN
499;8;audio_saves\499.wav;transcript_saves\499.txt;THE SUN
500;9;audio_saves\500.wav;transcript_saves\500.txt;AND THEN COME THE SUN
502;9;audio_saves\502.wav;transcript_saves\502.txt;AND ALL THE RAIN <unk>
503;9;audio_saves\503.wav;transcript_saves\503.txt;I SEE A
504;9;audio_saves\504.wav;transcript_saves\504.txt;I SEE A SUN
505;8;audio_saves\505.wav;transcript_saves\505.txt;AND A RIVER
506;9;audio_saves\506.wav;transcript_saves\506.txt;AND OVER THE MOUNTAIN IT'S SNOWY
510;9;audio_saves\510.wav;transcript_saves\510.txt;IT'S WINTER ON THE PICTURE
511;9;audio_saves\511.wav;transcript_saves\511.txt;AND THE CHILDREN
512;8;audio_saves\512.wav;transcript_saves\512.txt;<unk> HAS MA OR HAD MAKE
514;8;audio_saves\514.wav;transcript_saves\514.txt;YES
515;9;audio_saves\515.wav;transcript_saves\515.txt;THEY MADE A SNOWMAN
516;8;audio_saves\516.wav;transcript_saves\516.txt;SKATING
517;9;audio_saves\517.wav;transcript_saves\517.txt;SHE IS
518;9;audio_saves\518.wav;transcript_saves\518.txt;NO
519;8;audio_saves\519.wav;transcript_saves\519.txt;YES
520;8;audio_saves\520.wav;transcript_saves\520.txt;YES
521;8;audio_saves\521.wav;transcript_saves\521.txt;NO
522;8;audio_saves\522.wav;transcript_saves\522.txt;NO
523;8;audio_saves\523.wav;transcript_saves\523.txt;YES
524;8;audio_saves\524.wav;transcript_saves\524.txt;IT'S
525;8;audio_saves\525.wav;transcript_saves\525.txt;YEAH IT'S REALLY FAST
526;8;audio_saves\526.wav;transcript_saves\526.txt;YES
527;9;audio_saves\527.wav;transcript_saves\527.txt;YES
528;8;audio_saves\528.wav;transcript_saves\528.txt;YES
529;9;audio_saves\529.wav;transcript_saves\529.txt;YES
531;8;audio_saves\531.wav;transcript_saves\531.txt;MY RAT IS ON THE TABLE
532;8;audio_saves\532.wav;transcript_saves\532.txt;TO THE LAMP
533;8;audio_saves\533.wav;transcript_saves\533.txt;HERE
534;8;audio_saves\534.wav;transcript_saves\534.txt;MY RAT IS ON THE BOX
535;8;audio_saves\535.wav;transcript_saves\535.txt;ON THIS BOX
536;9;audio_saves\536.wav;transcript_saves\536.txt;OKAY
537;9;audio_saves\537.wav;transcript_saves\537.txt;MY RAT IS ON THE BANK IN FRONT OF THE WINDOW
538;8;audio_saves\538.wav;transcript_saves\538.txt;HE'S CLIMBING
539;8;audio_saves\539.wav;transcript_saves\539.txt;MY RAT IS IN FRONT OF THE TABLE
540;8;audio_saves\540.wav;transcript_saves\540.txt;IS LOOK TO THE RAT ON THE TABLE
541;10;audio_saves\541.wav;transcript_saves\541.txt;HM
542;11;audio_saves\542.wav;transcript_saves\542.txt;HM
543;11;audio_saves\543.wav;transcript_saves\543.txt;YES
544;11;audio_saves\544.wav;transcript_saves\544.txt;HM 
545;11;audio_saves\545.wav;transcript_saves\545.txt;YES
546;11;audio_saves\546.wav;transcript_saves\546.txt;YES
547;11;audio_saves\547.wav;transcript_saves\547.txt;FRUIT TEA 
548;10;audio_saves\548.wav;transcript_saves\548.txt;YES
549;10;audio_saves\549.wav;transcript_saves\549.txt;YES
550;11;audio_saves\550.wav;transcript_saves\550.txt;MY HOBBY IS SWIMMING
551;10;audio_saves\551.wav;transcript_saves\551.txt;IT'S 
552;11;audio_saves\552.wav;transcript_saves\552.txt;HM
553;10;audio_saves\553.wav;transcript_saves\553.txt;HM
554;10;audio_saves\554.wav;transcript_saves\554.txt;EH
555;10;audio_saves\555.wav;transcript_saves\555.txt;NO
556;11;audio_saves\556.wav;transcript_saves\556.txt;AND RAIN
557;11;audio_saves\557.wav;transcript_saves\557.txt;I SEE A GIRL
558;10;audio_saves\558.wav;transcript_saves\558.txt;A GIRL
559;10;audio_saves\559.wav;transcript_saves\559.txt;IT'S SWIMMING 
560;11;audio_saves\560.wav;transcript_saves\560.txt;HM
561;11;audio_saves\561.wav;transcript_saves\561.txt;HM
562;11;audio_saves\562.wav;transcript_saves\562.txt;HM
563;11;audio_saves\563.wav;transcript_saves\563.txt;YOUR PICTURE IS THIS
564;10;audio_saves\564.wav;transcript_saves\564.txt;AND YOUR PICTURE IS THIS
565;11;audio_saves\565.wav;transcript_saves\565.txt;I CAN SEE WATER
566;11;audio_saves\566.wav;transcript_saves\566.txt;AND BLUE
567;11;audio_saves\567.wav;transcript_saves\567.txt;AND GREY
568;11;audio_saves\568.wav;transcript_saves\568.txt;HM
569;11;audio_saves\569.wav;transcript_saves\569.txt;HERE
570;11;audio_saves\570.wav;transcript_saves\570.txt;AND A CHILDREN 
571;11;audio_saves\571.wav;transcript_saves\571.txt;EH
572;11;audio_saves\572.wav;transcript_saves\572.txt;NO
573;11;audio_saves\573.wav;transcript_saves\573.txt;HERE
574;11;audio_saves\574.wav;transcript_saves\574.txt;HERE IS THE RAINBOW
575;11;audio_saves\575.wav;transcript_saves\575.txt;THEN IT'S RAINING WE A RAINBOW
576;11;audio_saves\576.wav;transcript_saves\576.txt;HM
577;11;audio_saves\577.wav;transcript_saves\577.txt;YES
578;11;audio_saves\578.wav;transcript_saves\578.txt;EH VIOLET GREEN YELLOW AND RED
579;11;audio_saves\579.wav;transcript_saves\579.txt;EH
580;10;audio_saves\580.wav;transcript_saves\580.txt;YES
581;10;audio_saves\581.wav;transcript_saves\581.txt;EH BLUE
582;10;audio_saves\582.wav;transcript_saves\582.txt;YES
583;11;audio_saves\583.wav;transcript_saves\583.txt;HERE AND HERE
584;11;audio_saves\584.wav;transcript_saves\584.txt;HERE AND HERE AND HERE AND HERE
585;11;audio_saves\585.wav;transcript_saves\585.txt;HM
586;11;audio_saves\586.wav;transcript_saves\586.txt;HM
587;11;audio_saves\587.wav;transcript_saves\587.txt;HM
588;11;audio_saves\588.wav;transcript_saves\588.txt;EH
589;11;audio_saves\589.wav;transcript_saves\589.txt;EH
590;11;audio_saves\590.wav;transcript_saves\590.txt;IT'S RAINING
591;10;audio_saves\591.wav;transcript_saves\591.txt;NO
592;11;audio_saves\592.wav;transcript_saves\592.txt;EH RAIN RAINING
593;11;audio_saves\593.wav;transcript_saves\593.txt;HERE
594;11;audio_saves\594.wav;transcript_saves\594.txt;HERE
595;11;audio_saves\595.wav;transcript_saves\595.txt;HERE
596;11;audio_saves\596.wav;transcript_saves\596.txt;HERE
597;11;audio_saves\597.wav;transcript_saves\597.txt;HERE
598;10;audio_saves\598.wav;transcript_saves\598.txt;HERE
599;11;audio_saves\599.wav;transcript_saves\599.txt;HM
600;11;audio_saves\600.wav;transcript_saves\600.txt;HM
601;10;audio_saves\601.wav;transcript_saves\601.txt;HM
602;10;audio_saves\602.wav;transcript_saves\602.txt;HM
603;11;audio_saves\603.wav;transcript_saves\603.txt;OH
604;10;audio_saves\604.wav;transcript_saves\604.txt;HM
605;10;audio_saves\605.wav;transcript_saves\605.txt;EH
606;10;audio_saves\606.wav;transcript_saves\606.txt;HM
607;10;audio_saves\607.wav;transcript_saves\607.txt;EH
608;10;audio_saves\608.wav;transcript_saves\608.txt;EH
609;11;audio_saves\609.wav;transcript_saves\609.txt;MY RAT IS OF  THE BOOKS
610;10;audio_saves\610.wav;transcript_saves\610.txt;MY RAT IS EH <unk>
611;11;audio_saves\611.wav;transcript_saves\611.txt;MY RAT IS OF THE TABLE
613;11;audio_saves\613.wav;transcript_saves\613.txt;MY RAT IS OF THE CAST <unk>
615;13;audio_saves\615.wav;transcript_saves\615.txt;HM
616;12;audio_saves\616.wav;transcript_saves\616.txt;NO
617;13;audio_saves\617.wav;transcript_saves\617.txt;YES
618;13;audio_saves\618.wav;transcript_saves\618.txt;YES
620;12;audio_saves\620.wav;transcript_saves\620.txt;YES
621;12;audio_saves\621.wav;transcript_saves\621.txt;YES
622;13;audio_saves\622.wav;transcript_saves\622.txt;YES
623;12;audio_saves\623.wav;transcript_saves\623.txt;YES
624;12;audio_saves\624.wav;transcript_saves\624.txt;NO
625;13;audio_saves\625.wav;transcript_saves\625.txt;YES
626;13;audio_saves\626.wav;transcript_saves\626.txt;YES
627;12;audio_saves\627.wav;transcript_saves\627.txt;YES
628;12;audio_saves\628.wav;transcript_saves\628.txt;FIVE
629;12;audio_saves\629.wav;transcript_saves\629.txt;THREE
630;13;audio_saves\630.wav;transcript_saves\630.txt;FIVE
631;12;audio_saves\631.wav;transcript_saves\631.txt;EH
632;12;audio_saves\632.wav;transcript_saves\632.txt;HM EH
633;12;audio_saves\633.wav;transcript_saves\633.txt;HM
634;12;audio_saves\634.wav;transcript_saves\634.txt;SWIMMING
635;13;audio_saves\635.wav;transcript_saves\635.txt;YOU SEE A GIRL
636;13;audio_saves\636.wav;transcript_saves\636.txt;I SEE A GIRL
637;13;audio_saves\637.wav;transcript_saves\637.txt;RAINY 
638;13;audio_saves\638.wav;transcript_saves\638.txt;HERE
642;13;audio_saves\642.wav;transcript_saves\642.txt;WHITE <unk> AND RED
643;12;audio_saves\643.wav;transcript_saves\643.txt;BOYS AND GIRLS
644;12;audio_saves\644.wav;transcript_saves\644.txt;YES
645;13;audio_saves\645.wav;transcript_saves\645.txt;YES
646;12;audio_saves\646.wav;transcript_saves\646.txt;GIRL
647;13;audio_saves\647.wav;transcript_saves\647.txt;GIRL
648;12;audio_saves\648.wav;transcript_saves\648.txt;YEAH
649;13;audio_saves\649.wav;transcript_saves\649.txt;YES
650;13;audio_saves\650.wav;transcript_saves\650.txt;YES
651;12;audio_saves\651.wav;transcript_saves\651.txt;YES
652;13;audio_saves\652.wav;transcript_saves\652.txt;YES
653;12;audio_saves\653.wav;transcript_saves\653.txt;YES
654;13;audio_saves\654.wav;transcript_saves\654.txt;HERE
655;13;audio_saves\655.wav;transcript_saves\655.txt;YES
657;13;audio_saves\657.wav;transcript_saves\657.txt;SUN
660;13;audio_saves\660.wav;transcript_saves\660.txt;THE RAT SITTING ON THE TABLE
664;12;audio_saves\664.wav;transcript_saves\664.txt;HM
665;12;audio_saves\665.wav;transcript_saves\665.txt;IS
666;12;audio_saves\666.wav;transcript_saves\666.txt;UNDER
668;12;audio_saves\668.wav;transcript_saves\668.txt;MY RAT SITTING BANK 
669;12;audio_saves\669.wav;transcript_saves\669.txt;MY
670;13;audio_saves\670.wav;transcript_saves\670.txt;MY RAT
672;12;audio_saves\672.wav;transcript_saves\672.txt;UNDER THE 
673;12;audio_saves\673.wav;transcript_saves\673.txt;THE BOX
674;13;audio_saves\674.wav;transcript_saves\674.txt;MY RAT IS IN THE BOX
675;12;audio_saves\675.wav;transcript_saves\675.txt;MY RAT IN THE CANDLE
676;12;audio_saves\676.wav;transcript_saves\676.txt;UNDER CANDLE
677;14;audio_saves\677.wav;transcript_saves\677.txt;GOOD MORNING
678;15;audio_saves\678.wav;transcript_saves\678.txt;GOOD MORNING
682;14;audio_saves\682.wav;transcript_saves\682.txt;YES
684;15;audio_saves\684.wav;transcript_saves\684.txt;MY HOBBY IS SWIMMING
685;14;audio_saves\685.wav;transcript_saves\685.txt;MY HOBBY IS <unk> SWIMMING
686;15;audio_saves\686.wav;transcript_saves\686.txt;BIG
687;14;audio_saves\687.wav;transcript_saves\687.txt;RED AND BLUE
688;15;audio_saves\688.wav;transcript_saves\688.txt;IT'S SNOWY
690;14;audio_saves\690.wav;transcript_saves\690.txt;YES
691;14;audio_saves\691.wav;transcript_saves\691.txt;RED YELLOW AND
692;15;audio_saves\692.wav;transcript_saves\692.txt;BLUE
693;14;audio_saves\693.wav;transcript_saves\693.txt;BLUE
694;15;audio_saves\694.wav;transcript_saves\694.txt;AND GREEN
695;15;audio_saves\695.wav;transcript_saves\695.txt;SUNNY AND RAINY
696;14;audio_saves\696.wav;transcript_saves\696.txt;SUNNY 
697;14;audio_saves\697.wav;transcript_saves\697.txt;RAINY 
698;14;audio_saves\698.wav;transcript_saves\698.txt;WATER
699;14;audio_saves\699.wav;transcript_saves\699.txt;YES
700;15;audio_saves\700.wav;transcript_saves\700.txt;YES
701;14;audio_saves\701.wav;transcript_saves\701.txt;MY
702;14;audio_saves\702.wav;transcript_saves\702.txt;MY RAT IS ON THE BOOK
703;15;audio_saves\703.wav;transcript_saves\703.txt;ON THE
704;15;audio_saves\704.wav;transcript_saves\704.txt;HM
705;15;audio_saves\705.wav;transcript_saves\705.txt;MY
706;15;audio_saves\706.wav;transcript_saves\706.txt;MY RAT IS ON THE BED
707;14;audio_saves\707.wav;transcript_saves\707.txt;HM
709;14;audio_saves\709.wav;transcript_saves\709.txt;MY RAT IS UN THE CHAIR 
710;15;audio_saves\710.wav;transcript_saves\710.txt;HM
712;15;audio_saves\712.wav;transcript_saves\712.txt;MY RAT IS UNDER A BOX
713;14;audio_saves\713.wav;transcript_saves\713.txt;MY RAT IS OF THE BOX
715;14;audio_saves\715.wav;transcript_saves\715.txt;MY RAT IS OF THE TABLE
716;15;audio_saves\716.wav;transcript_saves\716.txt;MY RAT IS
717;15;audio_saves\717.wav;transcript_saves\717.txt;MY RAT IS ON THE WALL
718;14;audio_saves\718.wav;transcript_saves\718.txt;MY RAT IS IN THE BOX
719;15;audio_saves\719.wav;transcript_saves\719.txt;MY RAT IS
721;15;audio_saves\721.wav;transcript_saves\721.txt;MY
722;15;audio_saves\722.wav;transcript_saves\722.txt;OKAY
723;17;audio_saves\723.wav;transcript_saves\723.txt;YEAH
724;16;audio_saves\724.wav;transcript_saves\724.txt;EH
725;16;audio_saves\725.wav;transcript_saves\725.txt;YES
726;17;audio_saves\726.wav;transcript_saves\726.txt;YES
728;17;audio_saves\728.wav;transcript_saves\728.txt;YES
729;17;audio_saves\729.wav;transcript_saves\729.txt;EH
734;17;audio_saves\734.wav;transcript_saves\734.txt;YES
735;16;audio_saves\735.wav;transcript_saves\735.txt;YES
736;17;audio_saves\736.wav;transcript_saves\736.txt;YES
737;17;audio_saves\737.wav;transcript_saves\737.txt;YES
738;16;audio_saves\738.wav;transcript_saves\738.txt;EH
739;17;audio_saves\739.wav;transcript_saves\739.txt;NO
740;16;audio_saves\740.wav;transcript_saves\740.txt;NO
741;16;audio_saves\741.wav;transcript_saves\741.txt;YES
742;16;audio_saves\742.wav;transcript_saves\742.txt;MY HOBBY IS COMPUTER <unk>
743;17;audio_saves\743.wav;transcript_saves\743.txt;YES
744;17;audio_saves\744.wav;transcript_saves\744.txt;ONE
745;16;audio_saves\745.wav;transcript_saves\745.txt;FIVE
746;17;audio_saves\746.wav;transcript_saves\746.txt;EH
747;16;audio_saves\747.wav;transcript_saves\747.txt;A BOY
748;17;audio_saves\748.wav;transcript_saves\748.txt;A GIRL IS A <unk>
749;17;audio_saves\749.wav;transcript_saves\749.txt;I CAN SEE A GIRL
750;17;audio_saves\750.wav;transcript_saves\750.txt;NO
751;17;audio_saves\751.wav;transcript_saves\751.txt;IT'S RAINY
753;17;audio_saves\753.wav;transcript_saves\753.txt;YES
754;16;audio_saves\754.wav;transcript_saves\754.txt;HERE
755;17;audio_saves\755.wav;transcript_saves\755.txt;BIG
756;17;audio_saves\756.wav;transcript_saves\756.txt;EH
757;17;audio_saves\757.wav;transcript_saves\757.txt;YE YES
758;17;audio_saves\758.wav;transcript_saves\758.txt;YES
759;16;audio_saves\759.wav;transcript_saves\759.txt;YES
760;16;audio_saves\760.wav;transcript_saves\760.txt;EH A BOY <unk> WATER
761;17;audio_saves\761.wav;transcript_saves\761.txt;YES
762;16;audio_saves\762.wav;transcript_saves\762.txt;YES
763;17;audio_saves\763.wav;transcript_saves\763.txt;EH THE DAD
764;16;audio_saves\764.wav;transcript_saves\764.txt;THE WORLD
765;17;audio_saves\765.wav;transcript_saves\765.txt;A COW
766;17;audio_saves\766.wav;transcript_saves\766.txt;NO
767;16;audio_saves\767.wav;transcript_saves\767.txt;NO
768;17;audio_saves\768.wav;transcript_saves\768.txt;YES
769;16;audio_saves\769.wav;transcript_saves\769.txt;YES
770;17;audio_saves\770.wav;transcript_saves\770.txt;NO
771;16;audio_saves\771.wav;transcript_saves\771.txt;NO
772;17;audio_saves\772.wav;transcript_saves\772.txt;NO
773;17;audio_saves\773.wav;transcript_saves\773.txt;EH
774;17;audio_saves\774.wav;transcript_saves\774.txt;YES YES YES
775;16;audio_saves\775.wav;transcript_saves\775.txt;YES
776;17;audio_saves\776.wav;transcript_saves\776.txt;A GIRL &~SCH SWIMMING
777;17;audio_saves\777.wav;transcript_saves\777.txt;I CAN SEE A GIRL SWIMMING
778;17;audio_saves\778.wav;transcript_saves\778.txt;NO
779;16;audio_saves\779.wav;transcript_saves\779.txt;NO
781;17;audio_saves\781.wav;transcript_saves\781.txt;A RAINBOW 
782;17;audio_saves\782.wav;transcript_saves\782.txt;EH EH
783;16;audio_saves\783.wav;transcript_saves\783.txt;EH
784;17;audio_saves\784.wav;transcript_saves\784.txt;I CAN SEE A OLD <unk>
786;17;audio_saves\786.wav;transcript_saves\786.txt;YES
787;16;audio_saves\787.wav;transcript_saves\787.txt;YES
788;17;audio_saves\788.wav;transcript_saves\788.txt;HM
789;16;audio_saves\789.wav;transcript_saves\789.txt;YEAH
791;17;audio_saves\791.wav;transcript_saves\791.txt;YES
793;16;audio_saves\793.wav;transcript_saves\793.txt;MY RAT IS OF  THE BOOK
795;16;audio_saves\795.wav;transcript_saves\795.txt;MY RAT IS
796;17;audio_saves\796.wav;transcript_saves\796.txt;MY RAT IS ON TOP
798;17;audio_saves\798.wav;transcript_saves\798.txt;MY RAT
799;17;audio_saves\799.wav;transcript_saves\799.txt;MY RAT IS
800;16;audio_saves\800.wav;transcript_saves\800.txt;MY RAT IS OF THE BOARD
801;17;audio_saves\801.wav;transcript_saves\801.txt;MY RAT IS OF THE BANK 
802;16;audio_saves\802.wav;transcript_saves\802.txt;MY RAT IS OF THE <unk>
804;16;audio_saves\804.wav;transcript_saves\804.txt;A BOARD
805;16;audio_saves\805.wav;transcript_saves\805.txt;A TABLE
806;17;audio_saves\806.wav;transcript_saves\806.txt;HM
807;18;audio_saves\807.wav;transcript_saves\807.txt;GOOD MORNING
